,,date_time,week,type,sales_rep,number_of_sales,gross_sales,number_of_estimates,estimates_processed
4528,4528,2021-05-27 7:54:00,22,Estimate,"Bolton, Michael",0,807.8086150703903,1,1
4529,4529,2021-05-27 8:23:00,22,Estimate,"Bolton, Michael",0,2434.530409178021,1,0
4530,4530,2021-05-27 8:43:00,22,Customer Invoice,"Cyrus, Mylie",1,1123.0901075132385,0,0
4531,4531,2021-05-27 10:05:00,22,Customer Invoice,"Cyrus, Mylie",1,1100.1678134396323,0,0
4532,4532,2021-05-27 10:25:00,22,Estimate,"Lumbergh, Bill",0,386.6900864545385,1,1
4533,4533,2021-05-27 10:26:00,22,Customer Invoice,"Lumbergh, Bill",1,373.02293195762576,0,0
4534,4534,2021-05-27 10:53:00,22,Customer Invoice,"Bolton, Michael",1,760.9556003638979,0,0
4535,4535,2021-05-27 11:08:00,22,Customer Invoice,"Bateman, Patrick",1,454.61444490330416,0,0
4536,4536,2021-05-27 11:11:00,22,Estimate,"Portwood, Dom",0,610.0953079745718,1,1
4537,4537,2021-05-27 11:18:00,22,Estimate,"Lumbergh, Bill",0,294.3518595953805,1,1
4538,4538,2021-05-27 11:25:00,22,Customer Invoice,"Garcia, Jerry",1,571.6294564701377,0,0
4539,4539,2021-05-27 12:35:00,22,Cash Sale,"Cyrus, Mylie",1,22.010760859396456,0,0
4540,4540,2021-05-27 13:19:00,22,Estimate,"Germanotta, Stefani",0,1273.7422718468501,1,1
4541,4541,2021-05-27 13:30:00,22,Customer Invoice,"Lumbergh, Bill",1,4346.088041556445,0,0
4542,4542,2021-05-27 13:41:00,22,Estimate,"Cyrus, Mylie",0,2997.970669605289,1,1
4543,4543,2021-05-27 13:48:00,22,Estimate,"Lumbergh, Bill",0,1225.023230794518,1,0
4544,4544,2021-05-27 14:03:00,22,Customer Invoice,"Lumbergh, Bill",1,2374.0683137468823,0,0
4545,4545,2021-05-27 14:17:00,22,Estimate,"Bolton, Michael",0,508.23828364316546,1,1
4546,4546,2021-05-27 14:28:00,22,Estimate,"Bolton, Michael",0,3238.8480585847774,1,0
4547,4547,2021-05-27 14:38:00,22,Customer Invoice,"Bolton, Michael",1,517.3329912609546,0,0
4548,4548,2021-05-27 15:05:00,22,Customer Invoice,"Lumbergh, Bill",1,2515.0801552349844,0,0
4549,4549,2021-05-27 15:26:00,22,Estimate,"Germanotta, Stefani",0,276.2982319718266,1,1
4550,4550,2021-05-27 15:45:00,22,Customer Invoice,"Bolton, Michael",1,860.7679895766132,0,0
4551,4551,2021-05-27 15:50:00,22,Estimate,"Lumbergh, Bill",0,384.11760491314806,1,1
4552,4552,2021-05-27 15:52:00,22,Customer Invoice,"Lumbergh, Bill",1,419.98919674241074,0,0
4553,4553,2021-05-27 15:56:00,22,Estimate,"Bolton, Michael",0,3063.3112134179014,1,0
4554,4554,2021-05-27 16:01:00,22,Estimate,"Portwood, Dom",0,622.479263472705,1,1
4555,4555,2021-05-27 16:03:00,22,Customer Invoice,"Portwood, Dom",1,615.8417694514012,0,0
4556,4556,2021-05-27 16:11:00,22,Customer Invoice,"Van Dyne, Joelle",1,195.48138458139812,0,0
4557,4557,2021-05-27 16:27:00,22,Estimate,"Germanotta, Stefani",0,1117.458004214782,1,1
4558,4558,2021-05-27 17:02:00,22,Estimate,"Bateman, Patrick",0,47341.7853921633,1,0
4559,4559,2021-05-27 17:03:00,22,Estimate,"Cyrus, Mylie",0,80.88518206229585,1,1
4560,4560,2021-05-27 17:18:00,22,Estimate,"Portwood, Dom",0,937.7158233587595,1,1
4561,4561,2021-05-27 9:01:00,22,Customer Invoice,"Bateman, Patrick",1,14845.067705179737,0,0
4562,4562,2021-05-28 8:43:00,22,Customer Invoice,"Bateman, Patrick",1,196.913782324223,0,0
4563,4563,2021-05-28 9:11:00,22,Estimate,"Lumbergh, Bill",0,3308.2315692346056,1,1
4564,4564,2021-05-28 9:55:00,22,Estimate,"Simone, Nina",0,0.0,1,0
4565,4565,2021-05-28 10:24:00,22,Estimate,"Simone, Nina",0,765.1747742381231,1,1
4566,4566,2021-05-28 11:42:00,22,Estimate,"Simone, Nina",0,456.50559513565696,1,1
4567,4567,2021-05-28 11:43:00,22,Customer Invoice,"Simone, Nina",1,418.73648085360304,0,0
4568,4568,2021-05-28 11:59:00,22,Customer Invoice,"Simone, Nina",1,384.0576298404919,0,0
4569,4569,2021-05-28 12:07:00,22,Estimate,"Bolton, Michael",0,917.9637164441273,1,1
4570,4570,2021-05-28 12:08:00,22,Customer Invoice,"Bolton, Michael",1,1004.80986435075,0,0
4571,4571,2021-05-28 13:53:00,22,Customer Invoice,"Simone, Nina",1,813.2140255670181,0,0
4572,4572,2021-05-28 15:20:00,22,Estimate,"Bolton, Michael",0,81.01637082309027,1,1
4573,4573,2021-05-28 15:22:00,22,Customer Invoice,"Portwood, Dom",1,590.217094540535,0,0
4574,4574,2021-05-28 15:42:00,22,Estimate,"Simone, Nina",0,714.9470873921391,1,1
4575,4575,2021-05-28 16:07:00,22,Customer Invoice,"Simone, Nina",1,620.3614255893251,0,0
4576,4576,2021-05-28 16:21:00,22,Estimate,"Lumbergh, Bill",0,195402.51753185713,1,0
4577,4577,2021-05-28 16:40:00,22,Customer Invoice,"Bolton, Michael",1,79.3650115832379,0,0
4578,4578,2021-05-28 16:44:00,22,Estimate,"Lumbergh, Bill",0,301.4824654483722,1,0
4579,4579,2021-05-28 16:53:00,22,Estimate,"Bolton, Michael",0,276.3008293799761,1,1
4580,4580,2021-05-28 16:55:00,22,Customer Invoice,"Bolton, Michael",1,279.72032116121557,0,0
4581,4581,2021-05-28 17:29:00,22,Cash Sale,"Bolton, Michael",1,33.053737248802776,0,0
4582,4582,2021-05-29 10:19:00,22,Estimate,"Simone, Nina",0,230.91399918076615,1,1
4583,4583,2021-05-29 10:22:00,22,Customer Invoice,"Simone, Nina",1,221.35102584910095,0,0
4584,4584,2021-05-29 10:24:00,22,Estimate,"Bolton, Michael",0,612.4820144541146,1,1
4585,4585,2021-05-29 10:48:00,22,Estimate,"Simone, Nina",0,1617.522062306603,1,0
4586,4586,2021-05-29 11:15:00,22,Customer Invoice,"Cyrus, Mylie",1,3007.8929518379355,0,0
4587,4587,2021-05-29 11:23:00,22,Estimate,"Simone, Nina",0,1666.8484327689407,1,1
4588,4588,2021-05-29 11:23:00,22,Customer Invoice,"Simone, Nina",1,1507.5033422497809,0,0
4589,4589,2021-05-29 11:27:00,22,Estimate,"Bolton, Michael",0,1304.9596841881485,1,0
4590,4590,2021-05-29 11:32:00,22,Estimate,"Bolton, Michael",0,2343.6010274783025,1,1
4591,4591,2021-05-29 11:51:00,22,Estimate,"Simone, Nina",0,2755.0241470624733,1,0
4592,4592,2021-05-29 12:09:00,22,Estimate,"Bolton, Michael",0,2449.636958107579,1,1
4593,4593,2021-05-29 12:16:00,22,Estimate,"Van Dyne, Joelle",0,792.6648650687762,1,1
4594,4594,2021-05-29 12:25:00,22,Customer Invoice,"Bolton, Michael",1,2449.212999998117,0,0
4595,4595,2021-05-29 12:28:00,22,Customer Invoice,"Van Dyne, Joelle",1,472.99441545036876,0,0
4596,4596,2021-05-29 12:46:00,22,Estimate,"Portwood, Dom",0,658.3550394876834,1,1
4597,4597,2021-05-29 12:50:00,22,Customer Invoice,"Portwood, Dom",1,710.5028105831307,0,0
4598,4598,2021-05-29 13:07:00,22,Estimate,"Van Dyne, Joelle",0,1417.59847307336,1,0
4599,4599,2021-05-29 13:24:00,22,Estimate,"Simone, Nina",0,10.361411751361475,1,1
4600,4600,2021-05-29 13:25:00,22,Cash Sale,"Simone, Nina",1,10.178500255918747,0,0
4601,4601,2021-05-29 13:34:00,22,Estimate,"Bolton, Michael",0,2540.5913828330868,1,1
4602,4602,2021-05-29 13:43:00,22,Customer Invoice,"Van Dyne, Joelle",1,960.8505041856669,0,0
4603,4603,2021-05-29 13:48:00,22,Customer Invoice,"Bolton, Michael",1,1954.9204014924094,0,0
4604,4604,2021-05-29 14:02:00,22,Estimate,"Van Dyne, Joelle",0,539.8843170634274,1,0
4605,4605,2021-05-29 14:24:00,22,Estimate,"Bateman, Patrick",0,280.7351534241792,1,0
4606,4606,2021-05-29 14:30:00,22,Estimate,"Bolton, Michael",0,934.2744563713883,1,1
4607,4607,2021-05-29 14:32:00,22,Customer Invoice,"Bolton, Michael",1,1000.6851233814364,0,0
4608,4608,2021-05-29 14:50:00,22,Estimate,"Van Dyne, Joelle",0,144.0304107537254,1,1
4609,4609,2021-05-29 15:02:00,22,Estimate,"Portwood, Dom",0,5056.388299421476,1,1
4610,4610,2021-05-29 15:16:00,22,Estimate,"Lumbergh, Bill",0,379.02236655743366,1,1
4611,4611,2021-05-29 15:18:00,22,Customer Invoice,"Lumbergh, Bill",1,413.9038210464169,0,0
4612,4612,2021-05-29 15:25:00,22,Estimate,"Bolton, Michael",0,90.43239140908716,1,1
4613,4613,2021-05-29 15:25:00,22,Customer Invoice,"Bolton, Michael",1,99.31886331278085,0,0
4614,4614,2021-05-29 15:26:00,22,Estimate,"Simone, Nina",0,1348.87544000686,1,1
4615,4615,2021-05-29 15:31:00,22,Customer Invoice,"Simone, Nina",1,1254.2472686355381,0,0
4616,4616,2021-05-29 15:41:00,22,Customer Invoice,"Bolton, Michael",1,2604.328450272982,0,0
4617,4617,2021-05-29 16:12:00,22,Estimate,"Van Dyne, Joelle",0,2358.4182539097715,1,0
4618,4618,2021-05-29 16:36:00,22,Estimate,"Bolton, Michael",0,872.6817887000457,1,1
4619,4619,2021-05-29 16:48:00,22,Customer Invoice,"Van Dyne, Joelle",1,168.88687989961917,0,0
4620,4620,2021-05-29 16:50:00,22,Customer Invoice,"Simone, Nina",1,482.78061139073645,0,0
4621,4621,2021-05-29 16:59:00,22,Estimate,"Bolton, Michael",0,1551.656025468767,1,1
4622,4622,2021-05-29 17:00:00,22,Customer Invoice,"Bolton, Michael",1,1844.7631368102557,0,0
4623,4623,2021-05-29 17:09:00,22,Estimate,"Van Dyne, Joelle",0,1830.3725532301337,1,0
4624,4624,2021-05-30 11:26:00,23,Estimate,"Lumbergh, Bill",0,2461.869170821096,1,0
4625,4625,2021-05-30 11:47:00,23,Customer Invoice,"Bolton, Michael",1,618.9705905914093,0,0
4626,4626,2021-05-30 12:30:00,23,Estimate,"Lumbergh, Bill",0,600.4381755316492,1,1
4627,4627,2021-05-30 12:31:00,23,Customer Invoice,"Lumbergh, Bill",1,616.6654271773708,0,0
4628,4628,2021-05-30 14:16:00,23,Estimate,"Lumbergh, Bill",0,2543.325767548106,1,1
4629,4629,2021-05-30 14:19:00,23,Customer Invoice,"Lumbergh, Bill",1,2664.2111118539506,0,0
4630,4630,2021-05-30 14:39:00,23,Estimate,"Lumbergh, Bill",0,1307.7778685159988,1,1
4631,4631,2021-05-30 14:40:00,23,Customer Invoice,"Lumbergh, Bill",1,1466.9874107027715,0,0
4632,4632,2021-05-30 15:29:00,23,Estimate,"Bolton, Michael",0,1936.4422203738666,1,1
4633,4633,2021-05-30 15:46:00,23,Estimate,"Lumbergh, Bill",0,3115.617715716098,1,1
4634,4634,2021-05-30 15:50:00,23,Estimate,"Simone, Nina",0,7661.563137429866,1,0
4635,4635,2021-05-30 15:52:00,23,Customer Invoice,"Bolton, Michael",1,840.6849009609396,0,0
4636,4636,2021-05-30 15:53:00,23,Customer Invoice,"Lumbergh, Bill",1,3103.509706384986,0,0
4637,4637,2021-05-30 16:53:00,23,Estimate,"Cyrus, Mylie",0,2824.760457894398,1,1
4638,4638,2021-05-30 19:03:00,23,Estimate,"Germanotta, Stefani",0,3155.429639508057,1,1
4639,4639,2021-05-30 19:24:00,23,Estimate,"Germanotta, Stefani",0,241.63567545077044,1,0
4640,4640,2021-05-31 9:56:00,23,Customer Invoice,"Bolton, Michael",1,2303.928083632565,0,0
4641,4641,2021-05-31 11:06:00,23,Estimate,"Simone, Nina",0,220.3632429770875,1,0
4642,4642,2021-05-31 12:04:00,23,Estimate,"Simone, Nina",0,134.10831702322508,1,1
4643,4643,2021-05-31 12:04:00,23,Customer Invoice,"Simone, Nina",1,157.68524536098252,0,0
4644,4644,2021-06-01 9:25:00,23,Estimate,"Lumbergh, Bill",0,8483.614821986175,1,0
4645,4645,2021-06-01 9:26:00,23,Estimate,"Lumbergh, Bill",0,434290.96715132194,1,0
4646,4646,2021-06-01 9:28:00,23,Estimate,"Lumbergh, Bill",0,318270.5777876121,1,0
4647,4647,2021-06-01 10:20:00,23,Estimate,"Germanotta, Stefani",0,316.62729160386795,1,1
4648,4648,2021-06-01 10:27:00,23,Customer Invoice,"Germanotta, Stefani",1,1586.3771395245628,0,0
4649,4649,2021-06-01 10:34:00,23,Estimate,"Germanotta, Stefani",0,2545.443243779007,1,1
4650,4650,2021-06-01 10:47:00,23,Estimate,"Lumbergh, Bill",0,119.54624346171403,1,1
4651,4651,2021-06-01 10:51:00,23,Customer Invoice,"Lumbergh, Bill",1,126.5235697990651,0,0
4652,4652,2021-06-01 11:16:00,23,Customer Invoice,"Germanotta, Stefani",1,2242.379667247989,0,0
4653,4653,2021-06-01 11:20:00,23,Estimate,"Bolton, Michael",0,502.5981511616986,1,1
4654,4654,2021-06-01 11:34:00,23,Customer Invoice,"Bateman, Patrick",1,1466.8133769468172,0,0
4655,4655,2021-06-01 11:39:00,23,Estimate,"Lumbergh, Bill",0,642.2906980691997,1,1
4656,4656,2021-06-01 12:12:00,23,Estimate,"Germanotta, Stefani",0,8042.177057843825,1,0
4657,4657,2021-06-01 12:15:00,23,Customer Invoice,"Germanotta, Stefani",1,3389.8516078974562,0,0
4658,4658,2021-06-01 12:20:00,23,Customer Invoice,"Germanotta, Stefani",1,1100.7223989189279,0,0
4659,4659,2021-06-01 12:41:00,23,Estimate,"Simone, Nina",0,2660.04945342128,1,1
4660,4660,2021-06-01 12:41:00,23,Customer Invoice,"Simone, Nina",1,2900.0476272308647,0,0
4661,4661,2021-06-01 12:57:00,23,Estimate,"Germanotta, Stefani",0,257.829412232839,1,1
4662,4662,2021-06-01 13:05:00,23,Estimate,"Germanotta, Stefani",0,1106.238473660855,1,1
4663,4663,2021-06-01 13:29:00,23,Estimate,"Germanotta, Stefani",0,631.4071595343084,1,0
4664,4664,2021-06-01 13:51:00,23,Estimate,"Simone, Nina",0,731.4326217392397,1,1
4665,4665,2021-06-01 13:51:00,23,Customer Invoice,"Cyrus, Mylie",1,3146.4075439977405,0,0
4666,4666,2021-06-01 13:52:00,23,Customer Invoice,"Van Dyne, Joelle",1,97.60678258030438,0,0
4667,4667,2021-06-01 13:53:00,23,Customer Invoice,"Germanotta, Stefani",1,333.73620214979434,0,0
4668,4668,2021-06-01 13:55:00,23,Customer Invoice,"Simone, Nina",1,833.7693534298465,0,0
4669,4669,2021-06-01 14:09:00,23,Estimate,"Simone, Nina",0,2614.434275565835,1,0
4670,4670,2021-06-01 14:12:00,23,Estimate,"Bolton, Michael",0,1085.3402654328424,1,1
4671,4671,2021-06-01 14:16:00,23,Estimate,"Germanotta, Stefani",0,1843.3626264327063,1,1
4672,4672,2021-06-01 14:30:00,23,Estimate,"Van Dyne, Joelle",0,215.91422850184375,1,1
4673,4673,2021-06-01 14:32:00,23,Customer Invoice,"Van Dyne, Joelle",1,239.8956510024078,0,0
4674,4674,2021-06-01 14:40:00,23,Customer Invoice,"Bolton, Michael",1,603.477126399893,0,0
4675,4675,2021-06-01 15:05:00,23,Estimate,"Simone, Nina",0,11139.809021635227,1,0
4676,4676,2021-06-01 15:24:00,23,Estimate,"Bolton, Michael",0,422.0373786525755,1,1
4677,4677,2021-06-01 15:29:00,23,Customer Invoice,"Bolton, Michael",1,546.7449458197766,0,0
4678,4678,2021-06-01 15:32:00,23,Customer Invoice,"Bolton, Michael",1,857.4474505260364,0,0
4679,4679,2021-06-01 15:41:00,23,Estimate,"Simone, Nina",0,42.79415016654071,1,1
4680,4680,2021-06-01 15:42:00,23,Customer Invoice,"Simone, Nina",1,47.66311856302126,0,0
4681,4681,2021-06-01 16:21:00,23,Customer Invoice,"Germanotta, Stefani",1,1899.6543478356507,0,0
4682,4682,2021-06-01 16:29:00,23,Estimate,"Germanotta, Stefani",0,240.88043632293102,1,0
4683,4683,2021-06-01 16:42:00,23,Estimate,"Germanotta, Stefani",0,666.7631651248299,1,1
4684,4684,2021-06-01 16:43:00,23,Customer Invoice,"Germanotta, Stefani",1,547.9063094598346,0,0
4685,4685,2021-06-01 16:48:00,23,Customer Invoice,"Germanotta, Stefani",1,291.4033499895287,0,0
4686,4686,2021-06-01 16:57:00,23,Estimate,"Simone, Nina",0,934.8813157953609,1,1
4687,4687,2021-06-01 16:59:00,23,Customer Invoice,"Simone, Nina",1,859.3762412841309,0,0
4688,4688,2021-06-01 17:03:00,23,Estimate,"Cyrus, Mylie",0,6777.48748290997,1,1
4689,4689,2021-06-01 17:34:00,23,Estimate,"Germanotta, Stefani",0,18841.50377535747,1,0
4690,4690,2021-06-01 17:30:00,23,Customer Invoice,"Cyrus, Mylie",1,318.17971426273544,0,0
4691,4691,2021-06-02 8:55:00,23,Customer Invoice,"Simone, Nina",1,1298.8722167104913,0,0
4692,4692,2021-06-02 9:22:00,23,Estimate,"Simone, Nina",0,3095.5810434076384,1,1
4693,4693,2021-06-02 9:25:00,23,Estimate,"Van Dyne, Joelle",0,470.87004995017605,1,1
4694,4694,2021-06-02 9:52:00,23,Estimate,"Van Dyne, Joelle",0,324.87626666729744,1,0
4695,4695,2021-06-02 10:20:00,23,Estimate,"Bolton, Michael",0,962.863750414564,1,1
4696,4696,2021-06-02 10:30:00,23,Customer Invoice,"Lumbergh, Bill",1,102.35583141070286,0,0
4697,4697,2021-06-02 10:39:00,23,Estimate,"Lumbergh, Bill",0,955.9279380708628,1,0
4698,4698,2021-06-02 11:02:00,23,Estimate,"Portwood, Dom",0,562.4606268853225,1,1
4699,4699,2021-06-02 11:06:00,23,Customer Invoice,"Portwood, Dom",1,652.8035542565841,0,0
4700,4700,2021-06-02 11:38:00,23,Estimate,"Lumbergh, Bill",0,4637.272200116987,1,0
4701,4701,2021-06-02 11:39:00,23,Customer Invoice,"Germanotta, Stefani",1,2303.448739175299,0,0
4702,4702,2021-06-02 11:43:00,23,Estimate,"Germanotta, Stefani",0,9852.72857450284,1,0
4703,4703,2021-06-02 11:59:00,23,Estimate,"Lumbergh, Bill",0,1427.440946021738,1,1
4704,4704,2021-06-02 12:59:00,23,Customer Invoice,"Van Dyne, Joelle",1,275.98129815781255,0,0
4705,4705,2021-06-02 14:00:00,23,Estimate,"Simone, Nina",0,779.8135910285093,1,1
4706,4706,2021-06-02 14:01:00,23,Customer Invoice,"Simone, Nina",1,896.6739903023321,0,0
4707,4707,2021-06-02 14:19:00,23,Estimate,"Van Dyne, Joelle",0,232.36351154728558,1,1
4708,4708,2021-06-02 14:53:00,23,Customer Invoice,"Bateman, Patrick",1,469.62812754833357,0,0
4709,4709,2021-06-02 15:50:00,23,Estimate,"Lumbergh, Bill",0,1477.1992990167757,1,1
4710,4710,2021-06-02 15:50:00,23,Estimate,"Bateman, Patrick",0,3142.6708802956896,1,0
4711,4711,2021-06-02 15:52:00,23,Estimate,"Simone, Nina",0,856.9223943308593,1,0
4712,4712,2021-06-02 16:06:00,23,Customer Invoice,"Van Dyne, Joelle",1,465.8465460502968,0,0
4713,4713,2021-06-02 16:09:00,23,Estimate,"Simone, Nina",0,237.11055359739532,1,0
4714,4714,2021-06-02 16:38:00,23,Estimate,"Bolton, Michael",0,1070.267517842802,1,1
4715,4715,2021-06-02 16:38:00,23,Estimate,"Portwood, Dom",0,4716.308288352073,1,1
4716,4716,2021-06-02 16:40:00,23,Estimate,"Simone, Nina",0,2617.4129824105694,1,0
4717,4717,2021-06-02 16:58:00,23,Estimate,"Bateman, Patrick",0,360.7930977492227,1,1
4718,4718,2021-06-02 17:02:00,23,Customer Invoice,"Bateman, Patrick",1,381.08146895937296,0,0
4719,4719,2021-06-02 17:03:00,23,Customer Invoice,"Germanotta, Stefani",1,263.29334715515796,0,0
4720,4720,2021-06-02 17:03:00,23,Estimate,"Simone, Nina",0,311.8946006350857,1,0
4721,4721,2021-06-02 17:08:00,23,Customer Invoice,"Van Dyne, Joelle",1,224.42777009644095,0,0
4722,4722,2021-06-02 17:15:00,23,Customer Invoice,"Germanotta, Stefani",1,357.03691315594233,0,0
4723,4723,2021-06-02 17:36:00,23,Estimate,"Germanotta, Stefani",0,8665.066234483784,1,0
4724,4724,2021-06-02 19:30:00,23,Estimate,"Lumbergh, Bill",0,3854.3364493986833,1,1
4725,4725,2021-06-03 8:01:00,23,Customer Invoice,"Lumbergh, Bill",1,3585.760502248142,0,0
4726,4726,2021-06-03 8:43:00,23,Customer Invoice,"Bolton, Michael",1,880.8970991100638,0,0
4727,4727,2021-06-03 9:07:00,23,Estimate,"Cyrus, Mylie",0,1615.8535893505705,1,1
4728,4728,2021-06-03 9:21:00,23,Customer Invoice,"Simone, Nina",1,3084.718813480449,0,0
4729,4729,2021-06-03 9:21:00,23,Estimate,"Cyrus, Mylie",0,321.85177890635214,1,1
4730,4730,2021-06-03 9:43:00,23,Customer Invoice,"Germanotta, Stefani",1,1003.4895273316863,0,0
4731,4731,2021-06-03 9:53:00,23,Estimate,"Bolton, Michael",0,813.9934385719644,1,0
4732,4732,2021-06-03 10:04:00,23,Estimate,"Bolton, Michael",0,859.0322297756115,1,1
4733,4733,2021-06-03 10:10:00,23,Estimate,"Bolton, Michael",0,691.0119035916199,1,1
4734,4734,2021-06-03 11:34:00,23,Estimate,"Bateman, Patrick",0,2939.1695824371036,1,1
4735,4735,2021-06-03 11:35:00,23,Estimate,"Bolton, Michael",0,102.52499756393524,1,1
4736,4736,2021-06-03 11:38:00,23,Estimate,"Germanotta, Stefani",0,284.91138348337836,1,1
4737,4737,2021-06-03 11:42:00,23,Estimate,"Van Dyne, Joelle",0,1546.9724556146411,1,0
4738,4738,2021-06-03 11:50:00,23,Customer Invoice,"Germanotta, Stefani",1,313.3285289238595,0,0
4739,4739,2021-06-03 12:02:00,23,Customer Invoice,"Bateman, Patrick",1,497.65510804541054,0,0
4740,4740,2021-06-03 12:16:00,23,Customer Invoice,"Cyrus, Mylie",1,317.0967338563096,0,0
4741,4741,2021-06-03 12:18:00,23,Customer Invoice,"Portwood, Dom",1,0.0,0,0
4742,4742,2021-06-03 12:22:00,23,Customer Invoice,"Bolton, Michael",1,96.37992017384097,0,0
4743,4743,2021-06-03 12:51:00,23,Customer Invoice,"Germanotta, Stefani",1,1238.7963191429255,0,0
4744,4744,2021-06-03 12:57:00,23,Customer Invoice,"Bateman, Patrick",1,252.1709531833585,0,0
4745,4745,2021-06-03 13:01:00,23,Customer Invoice,"Bateman, Patrick",1,286.626858464089,0,0
4746,4746,2021-06-03 13:02:00,23,Estimate,"Germanotta, Stefani",0,0.0,1,0
4747,4747,2021-06-03 13:04:00,23,Customer Invoice,"Bateman, Patrick",1,228.0755857573016,0,0
4748,4748,2021-06-03 13:27:00,23,Customer Invoice,"Portwood, Dom",1,2077.928102992797,0,0
4749,4749,2021-06-03 13:29:00,23,Customer Invoice,"Bateman, Patrick",1,205.47779151500782,0,0
4750,4750,2021-06-03 13:40:00,23,Estimate,"Bateman, Patrick",0,3973.7443365080044,1,0
4751,4751,2021-06-03 13:42:00,23,Customer Invoice,"Portwood, Dom",1,421.0930728352855,0,0
4752,4752,2021-06-03 14:45:00,23,Customer Invoice,"Bolton, Michael",1,742.078760403878,0,0
4753,4753,2021-06-03 15:01:00,23,Estimate,"Portwood, Dom",0,2520.6444922211854,1,1
4754,4754,2021-06-03 15:21:00,23,Estimate,"Bolton, Michael",0,390.43813280493544,1,0
4755,4755,2021-06-03 15:55:00,23,Estimate,"Lumbergh, Bill",0,1258.4122521838121,1,1
4756,4756,2021-06-03 16:22:00,23,Estimate,"Portwood, Dom",0,7029.772074463863,1,0
4757,4757,2021-06-03 16:30:00,23,Estimate,"Cyrus, Mylie",0,18707.907178585905,1,0
4758,4758,2021-06-03 16:42:00,23,Estimate,"Van Dyne, Joelle",0,351.90746449999335,1,0
4759,4759,2021-06-03 16:56:00,23,Customer Invoice,"Lumbergh, Bill",1,1401.9625609352076,0,0
4760,4760,2021-06-03 16:59:00,23,Estimate,"Van Dyne, Joelle",0,390.93463326912433,1,1
4761,4761,2021-06-03 17:11:00,23,Estimate,"Germanotta, Stefani",0,0.0,1,0
4762,4762,2021-06-03 17:12:00,23,Estimate,"Germanotta, Stefani",0,618.8289520595104,1,0
4763,4763,2021-06-03 17:22:00,23,Estimate,"Van Dyne, Joelle",0,817.9738333639493,1,0
4764,4764,2021-06-03 10:23:00,23,Estimate,"Germanotta, Stefani",0,7986.148712512739,1,0
4765,4765,2021-06-03 10:26:00,23,Estimate,"Germanotta, Stefani",0,10116.12217884106,1,0
4766,4766,2021-06-04 8:18:00,23,Estimate,"Lumbergh, Bill",0,2459.128892751795,1,1
4767,4767,2021-06-04 9:13:00,23,Estimate,"Simone, Nina",0,160.81340704595092,1,1
4768,4768,2021-06-04 9:15:00,23,Customer Invoice,"Simone, Nina",1,139.89513777859906,0,0
4769,4769,2021-06-04 9:41:00,23,Customer Invoice,"Lumbergh, Bill",1,1302.8351581089837,0,0
4770,4770,2021-06-04 10:10:00,23,Estimate,"Garcia, Jerry",0,1107.9475485091593,1,0
4771,4771,2021-06-04 10:34:00,23,Estimate,"Simone, Nina",0,550.4448754913502,1,1
4772,4772,2021-06-04 10:46:00,23,Estimate,"Lumbergh, Bill",0,5743.697075750772,1,0
4773,4773,2021-06-04 10:56:00,23,Customer Invoice,"Simone, Nina",1,475.5257663274321,0,0
4774,4774,2021-06-04 12:06:00,23,Estimate,"Simone, Nina",0,1451.5927400196706,1,0
4775,4775,2021-06-04 13:17:00,23,Estimate,"Bolton, Michael",0,4229.096617932548,1,1
4776,4776,2021-06-04 14:43:00,23,Cash Sale,"Bolton, Michael",1,10.049991265460484,0,0
4777,4777,2021-06-04 14:55:00,23,Estimate,"Simone, Nina",0,1032.5304318311887,1,0
4778,4778,2021-06-04 15:10:00,23,Estimate,"Simone, Nina",0,360.39975464159136,1,0
4779,4779,2021-06-04 15:32:00,23,Estimate,"Bolton, Michael",0,1331.115370930704,1,1
